Restaurant Name,Longitude,Latitude,Average Cost for two,Aggregate rating,Cuisines
Dunkin' Donuts,77.3215389,28.5648218,600,0,"Burger, Desserts, Fast Food"
Joost Juice Bar,77.3213883,28.5646431,300,0,Beverages
KFC,77.3216286,28.5646509,500,0,"American, Fast Food, Burger"
Pizza Hut,77.3215389,28.5648218,1000,0,"Italian, Pizza, Fast Food"
Laat Saab,77.32180945,28.56450145,1300,4.1,"North Indian, Mughlai"
Starbucks,77.321597,28.565014,700,4,Cafe
Rocket Food,77.3451605,28.5663497,500,0,North Indian
Aim Cafe And Restaurant,77.5111213,28.4632797,1200,3.3,"Japanese, Sushi"
Al-Swad,77.5142421,28.4725268,400,2.5,"North Indian, Chinese"
Anands,77.5103894,28.4704639,500,2.6,"Chinese, North Indian"
Bansiwala Restaurant,77.5127189,28.4719367,200,2.5,North Indian
Cafe Coffee Day,77.5144213,28.4723639,450,2.8,Cafe
Food Tamasha & Co.,77.5078806,28.4668203,600,3.2,North Indian
Grand Heritage Resort,77.5237792,28.4764154,800,3.1,"North Indian, Chinese"
Green Chick Chop,77.5115542,28.4711106,350,3.2,"Raw Meats, North Indian, Fast Food"
Kafe Republic,77.5133461,28.4720847,300,3.1,Fast Food
Kar C Lounge & Restaurant,77.510587,28.4629296,600,2.8,"Cafe, North Indian, Italian, Chinese"
Kolkata Roll Point,77.5154068,28.4732632,100,2.8,Fast Food
Royal Awadh,77.5141525,28.4725185,500,3,"North Indian, Mughlai"
Royal Rasoi,77.5077462,28.4665835,600,2.8,"North Indian, Mughlai"
Royale Bakers,77.5137941,28.4723057,250,2.8,"Bakery, Fast Food, Desserts"
Sahi Darbar,77.5149968,28.473395,400,2.6,"North Indian, Chinese"
Taco Street,77.5081494,28.4657682,500,2.9,Fast Food
The Noodle Co,77.5112854,28.4634563,900,3.1,"Thai, Chinese"
Veg Always,77.5112854,28.4709959,600,2.7,"North Indian, Chinese"
Yu Turn,77.51812208,28.4719958,1000,2.9,"North Indian, Chinese, Thai"
Zaika,77.5106105,28.463041,600,2.5,"North Indian, Mughlai, Chinese"
Zaika,77.5145109,28.472462,600,2.8,"North Indian, Mughlai"
Domino's Pizza,77.527913,28.4583447,700,3.5,"Pizza, Fast Food"
Night Food Service,77.518042,28.46449,350,3.8,"Fast Food, North Indian, Chinese"
Uncle's Patty,77.5102866,28.4706608,500,3.5,Fast Food
Baskin Robbins,77.5111958,28.4632685,300,0,Ice Cream
Evergreen Food Point,77.5111958,28.4708978,100,0,"Mithai, Street Food"
Food Plaza,77.5085078,28.4647244,400,0,"North Indian, Chinese"
Giani,77.5141525,28.4725185,400,0,"Ice Cream, Desserts"
Grill Inn,77.5146578,28.4725114,300,0,Fast Food
Hunger's Hut,77.5296715,28.4634272,350,0,"North Indian, Mughlai"
Kanha Cake O' Pastry,77.51136148,28.46341884,250,0,Bakery
Serendipity Cafe,77.5079254,28.4642665,300,0,Cafe
Spice Affair,77.5152276,28.4733363,500,0,"North Indian, Chinese"
Tandoori Junction,77.5153379,28.4733721,300,0,North Indian
Tod-Bistro Cafe,77.5134341,28.4725411,300,0,Fast Food
Upper Deck,77.508208,28.4658168,1000,0,"North Indian, Chinese"
Vadilal Ice Cream Parlour,77.5107478,28.4631372,100,0,Ice Cream
Wich 'N' Shake,77.5141192,28.4726306,200,0,"Beverages, Fast Food"
Desi Galli,77.5127637,28.4720755,500,2.9,"North Indian, Chinese"
Mr. Flavour,77.5130325,28.4720107,500,2.7,"North Indian, Chinese"
Wah Ji Wah,77.5125397,28.4719201,300,3.1,North Indian
Indian Diners,77.3387496,28.5637906,1300,3,"North Indian, Chinese, Continental"
Airborne,77.3387521,28.5637524,1375,0,"North Indian, Chinese, Continental, Mughlai"
Vivino - Hotel Golf View,77.3386893,28.5638179,1200,0,Continental
Gravity,77.3351961,28.5767055,1000,2.6,"Chinese, Mughlai, North Indian"
Kolkata Biryani House,77.3352789,28.5768465,500,2.8,"North Indian, Mughlai, Biryani"
Rotees n More,77.3348554,28.5764701,350,3.2,"North Indian, Chinese"
Saleem's Takeaway,77.3347857,28.5759163,600,2.6,"North Indian, Mughlai, Chinese"
Sikandrabadi Biryani,77.3348596,28.5765143,400,3.4,"Biryani, North Indian"
Wok N Spice,77.3348923,28.5763192,300,3.1,"Chinese, Fast Food"
Zaika Hindustani,77.335048,28.5765055,600,2.7,"Mughlai, North Indian, Chinese"
Chanda Food,77.3348957,28.5766241,350,3.6,Chinese
Chhote Nawab,77.3354311,28.5762864,250,3.5,Lucknowi
Delish BBQ,77.3348778,28.5764412,500,3.9,"North Indian, Chinese, Thai"
Goli Vada Pav No. 1,77.3348627,28.5764862,150,3.6,Street Food
Happy Hakka,77.3353591,28.5764845,650,3.6,"Chinese, Asian, Thai"
Sadda Adda,77.3352114,28.576761,300,0,Cafe
Baker's Studio - Jaypee Greens,77.5180946,28.4696531,1000,3.4,Bakery
Matrix - Jaypee Greens,77.5180946,28.4696531,1375,3.2,Finger Food
Tea Lounge - Jaypee Greens,77.5183634,28.4694087,900,2.9,Cafe
Paatra - Jaypee Greens,77.5181394,28.4697021,1375,3.5,North Indian
Cooks Cafe - Jaypee Greens,77.521526,28.464167,1375,3.3,"Continental, North Indian"
The Butler & The Chef - Jaypee Greens,77.521526,28.464167,1375,0,Finger Food
Burger King,77.3536634,28.5743086,500,3.3,"Burger, Fast Food"
Cafe Pitacos,77.3533943,28.5746419,600,3,"Continental, Mexican, Mediterranean"
Cinnabon & Auntie Anne's,77.3539094,28.574221,500,3.1,"Desserts, Beverages"
Cocoberry,77.3535737,28.5743001,300,3.4,Desserts
Hakka Haus,0,0,950,3.2,"Chinese, Thai"
Kebab Xpress,77.3535737,28.5743001,600,2.9,"North Indian, Mughlai"
KFC,77.3536634,28.5742189,500,2.5,"American, Fast Food, Burger"
Mad Over Donuts,77.3535737,28.5743001,450,3.2,Desserts
Ni Hao,77.3536634,28.5742189,700,3,Chinese
Pizza Hut,77.3535737,28.5743001,1000,2.6,"Italian, Pizza, Fast Food"
Subway,77.3537083,28.5743576,500,2.6,"American, Fast Food, Salad, Healthy Food"
Time To Tea,77.3536634,28.5743086,350,2.8,"Tea, Fast Food"
Vaango!,77.3536634,28.5742189,450,2.8,South Indian
Biryani Blues,77.3536634,28.5743086,1000,3.5,"Biryani, Hyderabadi"
Jungle Jamboree,0,0,1200,3.8,"North Indian, Continental, Chinese, Italian, Thai, Mughlai"
Keventers,77.3535737,28.5743001,400,3.5,Beverages
Pita Pit,77.3536634,28.5743086,600,3.6,"Healthy Food, Salad"
Baskin Robbins,77.3536634,28.5743086,300,0,Ice Cream
Cha Cha Cha,77.3536862,28.5741982,300,0,"Beverages, Fast Food"
Chai Thela,77.3537531,28.5744067,250,0,"Tea, Fast Food"
Costa Coffee,77.3537531,28.574317,600,0,Cafe
Dolce Gelato,77.3536634,28.5743086,300,0,"Ice Cream, Beverages, Fast Food"
Joost Juice Bar,77.3537083,28.5743576,300,0,Beverages
Juice Lounge,77.35367786,28.57419684,300,0,"Juices, Fast Food"
Kings Kulfi,77.3535737,28.5743001,300,0,"Desserts, Ice Cream"
Kwality Wall's Swirl's,77.3535737,28.5743001,200,0,"Ice Cream, Desserts"
Mx Corn,77.3537531,28.5744067,100,0,Fast Food
The Gaming Vegas,77.3535737,28.5743001,400,0,Fast Food
Chicago Pizza,77.3535737,28.5743001,600,2.3,Pizza
Mr. Sub,77.3536634,28.5743086,400,2.3,Fast Food
Kwality Wall's Swirl's,77.3665825,28.6123732,200,0,"Ice Cream, Desserts"
My Corn,77.3666722,28.6127402,100,0,Fast Food
Flluid - Mosaic Hotels,77.32554484,28.57102038,1375,3.2,"Continental, North Indian, Mexican"
Latitude - Mosaic Hotels,77.32554484,28.57102038,1375,3.3,"North Indian, Chinese"
Baker's Zone,77.5278832,28.4580751,200,2.9,Bakery
Chakna,77.5283078,28.4580334,450,2.7,"North Indian, Chinese"
Get Set Go,77.5282389,28.4580767,800,3.1,"North Indian, Chinese, Continental"
Sip & Snacks,77.5282182,28.4579354,550,3.2,"Chinese, North Indian"
The Anna,77.5279942,28.4580493,400,2.8,"Chinese, South Indian, Fast Food"
Kathi Junction,77.5281474,28.4578535,400,3.5,Fast Food
Golden Chaat,77.5281286,28.4581066,100,0,Fast Food
Malt n Brew,0,0,1375,0,"North Indian, Continental, Chinese"
Cakewalk - Park Plaza,77.3506896,28.6038697,500,3.4,Bakery
New Town Lounge - Park Plaza,77.3503437,28.6039396,1375,3.2,Continental
New Town Cafe - Park Plaza,77.3497156,28.6037907,1375,4.1,"Continental, Chinese, North Indian"
S-18 - Radisson Blu,77.32218973,28.56859793,1375,3.5,"Mediterranean, Continental, North Indian, Italian"
Foodicious,77.3129503,28.5872879,300,0,"Fast Food, Street Food"
Rasoi Dil Se,77.31409,28.5891934,400,0,"North Indian, Chinese, Continental"
Chip Chap Shahi Corner,77.3251735,28.5949741,200,2.9,North Indian
Mother's Kitchen,77.333568,28.5922973,100,2.9,North Indian
Food Express,77.33208809,28.58894661,500,0,"North Indian, Mughlai, Chinese"
Lemonier,77.3307374,28.5881489,200,0,Bakery
Punjabi Zaika,77.3303336,28.5878866,200,0,North Indian
Robins Sweets & Restaurant,77.3323864,28.5914816,350,0,North Indian
TBH ??? To Be Healthy,77.331231,28.589854,500,4,"Juices, Healthy Food"
Mehfill,77.3355334,28.597946,600,2.7,"North Indian, Chinese, Mughlai"
Punjabi Pakwaan,77.3357155,28.5977441,800,3.3,"North Indian, Chinese"
Santushti,77.335798,28.5976276,300,2.6,"South Indian, North Indian, Chinese"
Uncle's,77.3358973,28.5976456,600,3.4,"North Indian, Mughlai, Chinese"
Cafe Limelight,77.338766,28.6003782,900,3.7,"Cafe, North Indian, Italian"
Rendezvous Adda,0,0,400,0,"North Indian, Bengali"
Wow Noodle,77.335507,28.5978273,550,0,Chinese
Wraps Cafe,77.3356238,28.5976592,400,0,"Fast Food, North Indian"
Alley's Urbane Cafe,77.36543566,28.5391348,400,3.2,"Cafe, Italian, Chinese"
Backstreet Kitchen,77.36520298,28.53920932,500,3.4,"North Indian, Mughlai, Chinese"
Berco's,77.365561,28.538929,1100,3.1,"Chinese, Thai"
Breaktym,77.369517,28.545627,400,2.6,"North Indian, Mughlai"
Chawla's 2,77.38715278,28.53304444,1375,2.5,"North Indian, Mughlai, Chinese"
Chicken Kraft,77.38628581,28.53268571,400,2.9,"North Indian, Chinese"
Chinese By Nature,77.38746263,28.53393492,400,2.9,Chinese
DV's Chinese Kitchen,77.38743782,28.53383506,300,2.8,Chinese
Evergreen Sweets,77.38730572,28.5333408,200,2.6,"Mithai, Street Food"
Green Chick Chop,77.38739792,28.53350929,350,2.9,"Raw Meats, Fast Food, North Indian"
Hyderabad Delights,77.38514822,28.53280177,400,3.3,"North Indian, Mughlai, Hyderabadi"
Kabab And Tadka,77.36518085,28.5390865,600,2.5,North Indian
Kanha Bhog,77.38745894,28.53358145,150,2.6,"Mithai, Street Food"
Mezbaan Jaika Restaurant,77.3871696,28.53330811,500,2.7,"Biryani, North Indian, Fast Food"
Pind Balluchi,77.36554932,28.53949767,1000,2.6,"Biryani, North Indian, Mughlai"
Red Capsicum,77.386751,28.533164,500,2.6,North Indian
Singh Foods,77.36533742,28.53922405,700,3.2,"North Indian, Mughlai"
Sparrows At Home Bakery & Cafe,77.3682633,28.54079875,500,3.3,"Cafe, Bakery"
The New Koyla Kitchen,77.38676123,28.53422092,600,2.7,"North Indian, Chinese"
They?_????,77.38501411,28.52840456,800,3.4,"North Indian, Mughlai, Chinese"
Your Spicy Kitchen,0,0,800,3.1,"Mughlai, Continental, Chinese"
Yumm Biryani,77.36609716,28.53932095,550,3.2,"Biryani, Mughlai"
Aureo Dine & Bake House,77.38755785,28.53404095,1000,3.5,"North Indian, Chinese, Continental"
Being Truckers,77.37825595,28.53174637,550,3.8,Fast Food
China Leaf,77.36627284,28.53928884,650,3.7,"Chinese, Thai"
Mera Vala Dabba,77.366061,28.539277,400,3.6,North Indian
Moti Mahal Delux- Legendary Culinary,77.36619238,28.53941873,900,3.6,"North Indian, Mughlai"
Noshh,77.36621249,28.53921168,850,3.6,North Indian
Tadqa Tandoor Express,77.36540817,28.53905704,750,3.6,"North Indian, Mughlai"
The Kebab Company,77.36600563,28.53925998,400,3.5,"Fast Food, North Indian"
Affamato,0,0,400,0,"Italian, Pizza"
Ahmed's,77.38754611,28.5337414,200,0,Mughlai
Caff?? La Poya,77.36602105,28.539318,600,0,"Cafe, Continental, Fast Food, Italian"
Chaskaa Restaurant,0,0,400,0,"North Indian, Mughlai, Chinese"
Chawla's 2,77.36599725,28.53954539,700,0,"North Indian, Mughlai, Chinese, Fast Food"
Chination,77.3869852,28.53309897,700,0,Chinese
Essen Foods,77.36632314,28.53927854,500,0,"North Indian, Chinese, Mughlai"
Haochi,0,0,600,0,Chinese
Lassilo,0,0,200,0,Fast Food
Mittal Bikaneri Sweets,77.38711596,28.53319412,100,0,"Mithai, Street Food"
Royale Bakers,77.386751,28.533164,350,0,"Bakery, Fast Food, Desserts"
RV's Family Restaurant,0,0,500,0,"North Indian, South Indian, Italian, Chinese"
The Cake Shop,77.38716993,28.53395848,250,0,Bakery
Top Food,0,0,300,0,"North Indian, Chinese"
Uncle's Corner,0,0,400,0,Fast Food
Urban Express,77.38702995,28.53300848,400,0,North Indian
Viddya Chinese Fast Food,77.37790592,28.53197731,300,0,"Chinese, Fast Food"
Domino's Pizza,77.38758132,28.53420826,700,2.1,"Pizza, Fast Food"
Kamboj's,77.38638707,28.53210161,800,2.4,"North Indian, Mughlai, Chinese"
Pizza Hut Delivery,77.38736574,28.53397527,800,2.3,"Italian, Pizza"
Subway,77.38739625,28.53409103,500,2.4,"American, Fast Food, Salad, Healthy Food"
The Cake Expert's,77.38691278,28.53309132,250,2.4,"Bakery, Desserts, Fast Food"
The Saffron Boutique,77.36664299,28.53934598,800,4,"North Indian, Chinese"
Aggarwal Kachori Wale,77.3379637,28.597161,100,3,North Indian
Bakes & Cakes,77.3440643,28.5968936,250,3,Bakery
Burger's Kitchen,77.3382315,28.5971578,350,2.8,Fast Food
Jhatpat Khana,77.3435377,28.596352,400,3,North Indian
Mahi Rasoi,77.3380039,28.5972511,500,2.6,North Indian
Night Safari Cafe,77.3387224,28.5923274,300,3,Fast Food
Saheb's Restaurant,77.3378109,28.5969146,550,2.7,"North Indian, Chinese, Mughlai, Fast Food"
Scrummy Bites,77.3372391,28.5931433,350,3.1,"North Indian, Chinese"
Berco's,77.3388953,28.5939838,1100,3.7,"Chinese, Thai"
Cream Bell Scoopers,77.3377445,28.5969468,200,0,Ice Cream
Mayur Kitchen,77.3439016,28.5972982,500,0,"North Indian, Mughlai"
Raghav Ki Rasoi,77.3441147,28.5982082,350,0,"North Indian, Chinese"
Red Chilli,77.3343957,28.5940266,500,0,"North Indian, Chinese, Mughlai"
Riyaz Biryani Corner,77.3381282,28.5973644,200,0,Biryani
Standard Sweets & Confectioners,77.3395869,28.5948476,150,0,"Mithai, Street Food"
Standard Sweets,77.3441252,28.5969498,150,0,"Mithai, Street Food"
Sushma Homemade Tiffin,0,0,200,0,"North Indian, South Indian"
The Tasty Corner,77.3355321,28.5919342,300,0,"North Indian, Chinese"
The Zaika King,77.338294,28.597161,600,0,"North Indian, Mughlai"
Tiffinhunt,77.3386901,28.5923266,200,0,North Indian
Top Burger,77.3440914,28.5969249,200,0,Fast Food
Aggarwal Sweet Shop,77.3441785,28.5970594,150,2.3,"Mithai, Street Food"
Hungry - I,77.332072,28.5493465,450,2.6,"Cafe, Italian, Continental, Chinese"
Oh Buoy,77.3323527,28.5486721,550,3.4,"Mexican, Italian, Fast Food"
Caffeinated,77.3323449,28.5493943,200,3.9,Beverages
Sam and Scrooge,77.3714268,28.516344,550,3.9,"Continental, Mexican, American, Fast Food, Italian, Chinese"
Tpot,77.3306028,28.5445167,400,3.6,Cafe
Hunger's Hub,77.3317111,28.5488666,200,0,"Chinese, Fast Food"
Modi's Baker's Zone,77.3297035,28.5472559,400,0,"Bakery, Fast Food, Chinese"
The Flip On Wheel,77.3323016,28.5494133,400,0,"North Indian, Fast Food"
Big Biryani,77.3323947,28.5493919,300,0,"Biryani, Mughlai"
Aroma,77.4133126,28.5074459,300,3,"South Indian, North Indian, Street Food"
Bawarchi,0,0,450,2.9,"North Indian, Mughlai, Fast Food"
Book Food Kitchen,77.40612611,28.5131767,400,3.1,"North Indian, Chinese"
Breaktym,77.407635,28.508599,400,2.5,"North Indian, Mughlai"
Chaska By Taste,77.4132229,28.5070787,600,2.9,"North Indian, Chinese"
Domino's Pizza,77.377632,28.5141905,700,2.5,"Pizza, Fast Food"
Grill King,0,0,400,3,"North Indian, Chinese"
Moti Mahal Deluxe Advant,77.4102187,28.5007418,1375,2.8,"North Indian, Mughlai"
Rolling Beans,77.4027519,28.5003041,200,2.8,North Indian
RollsKing,77.40179,28.5011578,400,3.2,Fast Food
SnacksWale.com,77.4132229,28.5075273,400,2.8,"North Indian, Fast Food"
Subway,77.4097048,28.5011636,500,2.6,"American, Fast Food, Salad, Healthy Food"
Super Cake Shop,77.3713463,28.5164185,300,2.9,"Bakery, Desserts"
Aureo Dine & Bake House,77.404642,28.4995416,300,0,"Bakery, Fast Food"
B Bawarchi Restaurant,77.3799935,28.5177319,600,0,"North Indian, Mughlai, Chinese"
Brajwasi,0,0,500,0,North Indian
Cafe Coffee Day,77.4038963,28.4995663,450,0,Cafe
Cafe Coffee Day,77.3778001,28.5137081,450,0,Cafe
Cafe Lounge,0,0,350,0,"Cafe, Bakery, Fast Food"
Cafe Treat,0,0,450,0,"North Indian, Italian, Continental"
Casa Bake,0,0,700,0,Bakery
China Town,77.4027231,28.500375,300,0,Chinese
Costa Coffee,77.3681524,28.5255885,600,0,Cafe
Delhi Foods,77.3715165,28.5164422,200,0,North Indian
Deli Chic,0,0,400,0,"North Indian, Chinese"
Delicacies,77.40778303,28.50763882,500,0,Bakery
Kanha Ji Sweets & Restaurant,77.413852,28.505174,200,0,"Mithai, North Indian, Street Food"
Little China,77.4028201,28.4996449,250,0,Chinese
Lola's Cafe,77.4132861,28.5074131,350,0,"Cafe, Fast Food"
Madras Coffee House,77.4043548,28.4990685,100,0,Beverages
Moju Juice Bar,77.4026739,28.500282,200,0,Beverages
Peniel Restaurant,77.3712923,28.5164659,200,0,South Indian
Pizza Key,77.3734774,28.5161937,700,0,"Pizza, Fast Food"
Sandoz,0,0,500,0,"North Indian, Chinese"
Subway,0,0,500,0,"American, Fast Food, Salad, Healthy Food"
Tandoori Mystery,77.37313192,28.51524439,400,0,North Indian
Taste of Punjab,77.4141288,28.5046715,300,0,North Indian
Tea Nation,77.3777963,28.513978,200,0,"Fast Food, Beverages"
The Corporate Kitchen,0,0,300,0,"North Indian, Chinese"
The Royal Kitchen,77.413356,28.5078125,400,0,"North Indian, Chinese"
Tpot,77.3732546,28.5152596,500,0,"Fast Food, Beverages"
Wild Chef House,77.3730864,28.5151994,500,0,"Continental, Chinese, North Indian, Indian"
DIOS The Neighbourhood Bistro,77.3778856,28.5138115,1300,4.2,"Continental, Fast Food, Italian"
Cake n Flower,77.3145385,28.5811942,150,2.9,Bakery
Dilli 6,77.3138576,28.5818951,500,2.8,"North Indian, Chinese"
Food Bell,77.3141014,28.5814426,400,2.8,"North Indian, South Indian"
Kalpana Hotel,77.314,28.5817708,200,2.9,North Indian
Sagar Dhaba,77.3141279,28.5815304,350,3.1,North Indian
Shree Balaji Shudh Vaishno Hotel,77.3142692,28.5802723,150,2.9,North Indian
Shree Rathnam,77.3119452,28.5832846,800,3.3,"South Indian, North Indian, Chinese"
Simran's Cake Studio,77.3104224,28.5820794,250,3.4,Bakery
Sweet Cake,77.3127883,28.5826872,300,3,Bakery
The Cake Xpress,77.3144579,28.5812215,250,3,"Bakery, Desserts"
The Chef,77.310934,28.5773817,500,2.7,"North Indian, Mughlai, Chinese, Fast Food"
The Flying Pan,77.3137449,28.58180043,400,3.2,"North Indian, Fast Food"
Wrapster,77.3100508,28.5821145,200,3.2,Fast Food
Getafix Petit,77.3075696,28.5784806,700,3.5,"Healthy Food, Juices"
Lawn Bistro,77.3084223,28.5789682,1375,3.6,"North Indian, Chinese, Thai, Continental"
Cake N Gifts,0,0,300,0,Bakery
Cheese Pizza,77.3101406,28.5822126,250,0,Pizza
Divya Hotal,77.3146798,28.5806262,150,0,North Indian
Green Valley Chinese Food,77.312979,28.58206,200,0,Chinese
Hooting Owl Cafe,77.3101406,28.582123,300,0,"Fast Food, Beverages"
Jaak Foods,77.31239598,28.58226269,400,0,"North Indian, Chinese"
Kaka Restaurant,77.3147473,28.5807004,450,0,"Mughlai, North Indian"
KC Bakers,0,0,350,0,Bakery
KC Bakery,77.3127435,28.5827278,250,0,Bakery
Rajan Foods Corner,77.3102284,28.5822693,300,0,North Indian
Sagar Dhaba,77.314359,28.5801911,350,0,North Indian
Sarfira,0,0,200,0,Fast Food
Shama Chicken Corner,77.314,28.5816812,300,0,Mughlai
Yummy Kitchen,77.3145418,28.5805304,450,0,"North Indian, Mughlai"
Barista,77.3156097,28.5793172,650,2.9,Cafe
Divine Curries,77.31759,28.5707246,700,3,"North Indian, Chinese, South Indian"
Moon Bite,77.31485,28.577722,300,3.3,"North Indian, Chinese"
Subway,77.31558178,28.58129376,500,3.4,"American, Fast Food, Salad, Healthy Food"
Hurry's Paratha,77.3169908,28.5792232,200,3.5,North Indian
McDonald's,77.3157052,28.5801391,500,3.7,"Fast Food, Burger"
Cafe Coffee Day,0,0,450,0,Cafe
Dunkin' Donuts,0,0,600,0,"Burger, Desserts, Fast Food"
Green Chilli Fast Food,77.313817,28.5788612,300,0,Chinese
Street Food Corner,77.317657,28.5776606,250,0,Chinese
Barbeque Nation,77.3153216,28.5801189,1375,4.3,"North Indian, Chinese, Mediterranean"
Aggarwal,77.32593108,28.57081133,400,3.3,"South Indian, Chinese, Street Food, Mithai"
Anchor Bar & Kitchen,77.32504863,28.57064084,1300,2.5,"North Indian, Chinese"
Basil Tree,77.32310604,28.56861001,1200,3.4,"Italian, North Indian, Chinese"
Bon Bon Pastry Shop,77.32418898,28.57158307,150,3.1,"Bakery, Desserts, Fast Food"
BSGulati's Punjabi Swad,77.32611079,28.57044385,700,2.5,"North Indian, Mughlai"
Cafe-18,77.32660197,28.56988852,250,2.5,Fast Food
Chandni Chowk Ke Mashhoor Paranthe,77.32660867,28.56997273,100,2.8,North Indian
Cheenos,77.32454438,28.56857349,1375,2.6,"American, Italian"
Gola Sizzlers,77.3235295,28.57113316,1375,3.3,"Chinese, North Indian, Mughlai, Continental"
Hira Sweets,77.32480153,28.57024863,600,3.3,"Mithai, North Indian, South Indian, Street Food, Chinese"
Karim's,77.32365757,28.56926546,1200,3.3,"Mughlai, North Indian"
KFC,77.32496414,28.56876577,500,2.7,"American, Fast Food, Burger"
Khan's Kathi Rolls,77.32669149,28.56992385,400,3.2,"North Indian, Street Food"
Nathu's Sweets,77.3242832,28.56889916,600,2.5,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts"
Nawabi Mughlai Zaika,77.325204,28.57099,600,3.3,"North Indian, Mughlai"
Nite Bites,77.332893,28.597824,650,3.4,"North Indian, Chinese, Continental"
Nizam's Kathi Kabab,77.32458662,28.57071651,900,3,"North Indian, Fast Food"
NSD Resto Bar & Kitchen,77.32406242,28.57151907,1000,2.6,"North Indian, Chinese, Continental"
PS Wah Bhai Wah,77.32570108,28.57088023,700,2.6,"North Indian, Chinese"
Sagar Ratna,77.32221387,28.5721275,600,3.2,"South Indian, North Indian, Chinese"
Sbarro,77.3243117,28.57015824,600,3.3,"Pizza, Italian"
